TIME,TIMECORR,CADENCENO,SAP_FLUX,SAP_FLUX_ERR,SAP_BKG,SAP_BKG_ERR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,QUALITY,PSF_CENTR1,PSF_CENTR1_ERR,PSF_CENTR2,PSF_CENTR2_ERR,MOM_CENTR1,MOM_CENTR1_ERR,MOM_CENTR2,MOM_CENTR2_ERR,POS_CORR1,POS_CORR2
1326.099929,0.005600898,71020,7166.125,11.38280106,2202.363037,4.214964867,8077.719238,13.48174286,0,NA,NA,NA,NA,1689.392555,0.001415646,1810.837558,0.001115693,-0.028755167,0.12667428
1326.101318,0.005600897,71021,7162.415039,11.38473701,2202.743164,4.218364716,8074.717285,13.48403549,0,NA,NA,NA,NA,1689.388553,0.001415444,1810.840214,0.001116407,-0.031448618,0.12671338
1326.102707,0.005600896,71022,7147.008301,11.38416386,2211.173584,4.220841408,8057.109375,13.48335743,0,NA,NA,NA,NA,1689.388454,0.001419462,1810.838323,0.001119701,-0.028633771,0.127124131
1326.104096,0.005600894,71023,7153.279297,11.38436317,2210.487793,4.222618103,8065.077148,13.48359203,0,NA,NA,NA,NA,1689.394211,0.001418519,1810.83336,0.001118075,-0.023009002,0.122805595
1326.105485,0.005600893,71024,7166.66748,11.38753414,2209.668945,4.218824387,8079.876465,13.4873476,0,NA,NA,NA,NA,1689.38641,0.001416979,1810.837651,0.001115019,-0.027635382,0.127496511
1326.106874,0.005600892,71025,7140.339355,11.37508202,2212.811279,4.222662926,8046.930664,13.47259998,0,NA,NA,NA,NA,1689.390895,0.001419467,1810.839641,0.001119104,-0.030398017,0.124697275
1326.108262,0.005600892,71026,7145.896484,11.37934589,2210.193604,4.225775719,8055.696289,13.47765064,0,NA,NA,NA,NA,1689.392032,0.001418537,1810.833415,0.001118365,-0.026089501,0.119845048
1326.109651,0.00560089,71027,7165.500488,11.38811302,2206.902588,4.220616817,8075.885742,13.4880352,0,NA,NA,NA,NA,1689.392668,0.001416918,1810.839197,0.001116837,-0.029028699,0.126406834
1326.11104,0.005600889,71028,7160.14502,11.37876129,2207.12915,4.213430405,8072.182617,13.47695827,0,NA,NA,NA,NA,1689.39029,0.001416017,1810.841779,0.001117496,-0.027577687,0.127394289
1326.112429,0.005600888,71029,7170.851563,11.39559078,2210.708984,4.227674007,8084.252441,13.49689102,0,NA,NA,NA,NA,1689.394356,0.001416641,1810.833704,0.001117138,-0.024776969,0.118958928
